Date,daily runoff
2019-04-14,0.60395235
2019-04-15,0.601375
2019-04-16,0.5991099
2019-04-17,0.58553994
2019-04-18,0.5692479
2019-04-19,0.5621649
2019-04-20,0.56575334
2019-04-21,0.56239915
2019-04-22,0.56532305
2019-04-23,0.5702351
2019-04-24,0.5652961
2019-04-25,0.5588131
2019-04-26,0.5623957
2019-04-27,0.5771475
2019-04-28,0.58506924
2019-04-29,0.59898114
2019-04-30,0.6141905
2019-05-01,0.61846524
2019-05-02,0.61974305
2019-05-03,0.6293
2019-05-04,0.64795417
2019-05-05,0.65747935
2019-05-06,0.670537
2019-05-07,0.68235105
2019-05-08,0.6806871
2019-05-09,0.67356455
2019-05-10,0.6724253
2019-05-11,0.67833614
2019-05-12,0.6733967
2019-05-13,0.6706647
2019-05-14,0.66582096
2019-05-15,0.6471362
2019-05-16,0.62316966
2019-05-17,0.6059223
2019-05-18,0.59702194
2019-05-19,0.57911485
2019-05-20,0.56577283
2019-05-21,0.5531411
2019-05-22,0.52988905
2019-05-23,0.5048938
2019-05-24,0.49038038
2019-05-25,0.4880965
2019-05-26,0.48069564
2019-05-27,0.48163977
2019-05-28,0.4868457
2019-05-29,0.48463777
2019-05-30,0.48343688
2019-05-31,0.49491012
2019-06-01,0.52015793
2019-06-02,0.5411129
2019-06-03,0.57046145
2019-06-04,0.60331064
2019-06-05,0.62716436
2019-06-06,0.64963645
2019-06-07,0.6816252
2019-06-08,0.72352546
2019-06-09,0.7566522
2019-06-10,0.7931844
2019-06-11,0.8278534
2019-06-12,0.8479366
2019-06-13,0.86098534
2019-06-14,0.8780107
2019-06-15,0.8997019
2019-06-16,0.9078512
2019-06-17,0.91529566
2019-06-18,0.9175963
2019-06-19,0.90301967
2019-06-20,0.88024765
2019-06-21,0.86154044
2019-06-22,0.84892845
2019-06-23,0.8256076
2019-06-24,0.8058474
2019-06-25,0.78663534
2019-06-26,0.7576213
2019-06-27,0.7287906
2019-06-28,0.7135898
2019-06-29,0.7150838
2019-06-30,0.71731764
2019-07-01,0.7351942
2019-07-02,0.76609355
2019-07-03,0.7997951
2019-07-04,0.8461354
2019-07-05,0.91812384
2019-07-06,1.0180963
2019-07-07,1.1290796
2019-07-08,1.2646794
2019-07-09,1.4207158
2019-07-10,1.5851682
2019-07-11,1.7658627
2019-07-12,1.9736212
2019-07-13,2.208456
2019-07-14,2.4509754
2019-07-15,2.7123215
2019-07-16,2.9858518
2019-07-17,3.2571356
2019-07-18,3.5316904
2019-07-19,3.8181813
2019-07-20,4.1146607
2019-07-21,4.40002
2019-07-22,4.6839633
2019-07-23,4.958724
2019-07-24,5.2090907
2019-07-25,5.4401627
2019-07-26,5.6605673
2019-07-27,5.8686986
2019-07-28,6.044175
2019-07-29,6.197801
2019-07-30,6.3232656
2019-07-31,6.4071455
2019-08-01,6.456631
2019-08-02,6.482701
2019-08-03,6.4863253
2019-08-04,6.449871
2019-08-05,6.3870115
2019-08-06,6.294381
2019-08-07,6.161514
2019-08-08,5.998518
2019-08-09,5.8192015
2019-08-10,5.627218
2019-08-11,5.407429
2019-08-12,5.17577
2019-08-13,4.930861
2019-08-14,4.663919
2019-08-15,4.386406
2019-08-16,4.1131306
2019-08-17,3.8483908
2019-08-18,3.577323
2019-08-19,3.3157783
2019-08-20,3.061941
2019-08-21,2.80626
2019-08-22,2.5591183
2019-08-23,2.333967
2019-08-24,2.1335
2019-08-25,1.9410453
2019-08-26,1.7704788
2019-08-27,1.61789
2019-08-28,1.471557
2019-08-29,1.3396612
2019-08-30,1.2334661
2019-08-31,1.1535347
2019-09-01,1.0811583
2019-09-02,1.0283098
2019-09-03,0.9893385
2019-09-04,0.95097286
2019-09-05,0.9200578
2019-09-06,0.9067482
2019-09-07,0.9107375
2019-09-08,0.9126916
2019-09-09,0.9241994
2019-09-10,0.93946224
2019-09-11,0.9452853
2019-09-12,0.9487977
2019-09-13,0.96062666
2019-09-14,0.98110205
2019-09-15,0.99166435
2019-09-16,1.0047873
2019-09-17,1.0156381
2019-09-18,1.012039
2019-09-19,1.0021585
2019-09-20,0.9976586
2019-09-21,0.9998715
2019-09-22,0.9911851
2019-09-23,0.9849442
2019-09-24,0.9770936
2019-09-25,0.9561249
2019-09-26,0.9307586
2019-09-27,0.9130834
2019-09-28,0.904732
2019-09-29,0.8882669
2019-09-30,0.8770863
2019-10-01,0.867075
2019-10-02,0.84656286
2019-10-03,0.82401836
2019-10-04,0.8112044
2019-10-05,0.80936927
2019-10-06,0.8006503
2019-10-07,0.79799694
2019-10-08,0.7968389
2019-10-09,0.78506094
2019-10-10,0.7707122
2019-10-11,0.7651748
2019-10-12,0.7693677
2019-10-13,0.765159
2019-10-14,0.7652967
2019-10-15,0.7650814
2019-10-16,0.75234294
2019-10-17,0.73515004
2019-10-18,0.72497535
2019-10-19,0.722895
2019-10-20,0.7109934
2019-10-21,0.70228577
2019-10-22,0.69238055
2019-10-23,0.66944546
2019-10-24,0.6419049
2019-10-25,0.621594
2019-10-26,0.60994554
2019-10-27,0.5893843
2019-10-28,0.5732386
2019-10-29,0.55739415
2019-10-30,0.5302515
2019-10-31,0.5004175
2019-11-01,0.47985446
2019-11-02,0.4700648
2019-11-03,0.45348364
2019-11-04,0.443392
2019-11-05,0.4355723
2019-11-06,0.4182707
2019-11-07,0.3998935
2019-11-08,0.3921636
2019-11-09,0.39631218
2019-11-10,0.3944802
2019-11-11,0.39964002
2019-11-12,0.40726003
2019-11-13,0.4052754
2019-11-14,0.4017934
2019-11-15,0.40825683
2019-11-16,0.425643
2019-11-17,0.43587095
2019-11-18,0.45172745
2019-11-19,0.4685354
2019-11-20,0.47412622
2019-11-21,0.47654584
2019-11-22,0.48721808
2019-11-23,0.5071412
2019-11-24,0.5182924
2019-11-25,0.53355026
2019-11-26,0.54835796
2019-11-27,0.5506907
2019-11-28,0.54875606
2019-11-29,0.5541512
2019-11-30,0.56805384
2019-12-01,0.5726211
2019-12-02,0.58090633
2019-12-03,0.5885178
2019-12-04,0.5835823
2019-12-05,0.5744418
2019-12-06,0.57280856
2019-12-07,0.5799544
2019-12-08,0.5781092
2019-12-09,0.5803777
2019-12-10,0.5823997
2019-12-11,0.57231516
2019-12-12,0.55846345
2019-12-13,0.5525416
2019-12-14,0.55579674
2019-12-15,0.55042785
2019-12-16,0.5495068
2019-12-17,0.54864126
2019-12-18,0.53594315
2019-12-19,0.5197311
2019-12-20,0.5116901
2019-12-21,0.513066
2019-12-22,0.5060684
2019-12-23,0.5037914
2019-12-24,0.50187606
2019-12-25,0.48847827
2019-12-26,0.47196802
