Date,Discharge
2019-08-19,6626.5327
2019-08-20,6353.576
2019-08-21,6118.727
2019-08-22,5866.132
2019-08-23,5635.095
2019-08-24,5400.0557
2019-08-25,5192.8613
2019-08-26,5019.4834
2019-08-27,4850.183
2019-08-28,4730.23
2019-08-29,4601.6616
2019-08-30,4501.5596
2019-08-31,4402.073
2019-09-01,4332.7354
2019-09-02,4297.2144
2019-09-03,4263.528
2019-09-04,4274.799
2019-09-05,4271.0474
2019-09-06,4287.509
2019-09-07,4294.6826
2019-09-08,4320.673
2019-09-09,4367.967
2019-09-10,4403.6562
2019-09-11,4470.211
2019-09-12,4507.2744
2019-09-13,4549.977
2019-09-14,4568.982
2019-09-15,4592.8164
2019-09-16,4624.632
2019-09-17,4632.4077
2019-09-18,4659.6973
2019-09-19,4647.4014
2019-09-20,4632.0474
2019-09-21,4585.809
2019-09-22,4538.801
2019-09-23,4495.8066
2019-09-24,4426.4517
2019-09-25,4375.9155
2019-09-26,4286.674
2019-09-27,4196.7554
2019-09-28,4079.7275
2019-09-29,3966.9736
2019-09-30,3864.4001
2019-10-01,3742.594
2019-10-02,3647.5215
2019-10-03,3522.2642
2019-10-04,3405.2695
2019-10-05,3270.3374
2019-10-06,3148.8994
2019-10-07,3046.7332
2019-10-08,2934.1292
2019-10-09,2856.6025
2019-10-10,2756.6443
2019-10-11,2671.9858
2019-10-12,2575.609
2019-10-13,2498.0408
2019-10-14,2444.0906
2019-10-15,2383.0374
2019-10-16,2359.3608
2019-10-17,2314.5144
2019-10-18,2285.2097
2019-10-19,2243.4417
2019-10-20,2218.803
2019-10-21,2215.2366
2019-10-22,2201.2334
2019-10-23,2220.5784
2019-10-24,2214.1296
2019-10-25,2218.1125
2019-10-26,2204.1487
2019-10-27,2201.5745
2019-10-28,2214.1926
2019-10-29,2210.4712
2019-10-30,2234.2854
2019-10-31,2226.6938
2019-11-01,2224.2249
2019-11-02,2198.8997
2019-11-03,2180.542
2019-11-04,2173.519
2019-11-05,2146.9326
2019-11-06,2145.3472
2019-11-07,2110.556
2019-11-08,2079.8538
2019-11-09,2026.0509
2019-11-10,1979.7661
2019-11-11,1946.1599
2019-11-12,1895.1089
2019-11-13,1871.9266
2019-11-14,1819.114
2019-11-15,1774.6252
2019-11-16,1711.8682
2019-11-17,1661.991
2019-11-18,1630.6049
2019-11-19,1587.9519
2019-11-20,1579.6195
2019-11-21,1548.2859
2019-11-22,1531.9822
2019-11-23,1504.0903
2019-11-24,1495.6289
2019-11-25,1511.9761
2019-11-26,1523.0406
2019-11-27,1573.9788
2019-11-28,1606.9459
2019-11-29,1659.3647
2019-11-30,1703.9314
2019-12-01,1770.9119
2019-12-02,1864.8748
2019-12-03,1954.8746
2019-12-04,2085.182
2019-12-05,2197.0476
2019-12-06,2326.9873
2019-12-07,2446.8003
2019-12-08,2585.8813
2019-12-09,2747.9668
2019-12-10,2901.3337
2019-12-11,3089.5408
2019-12-12,3253.2063
2019-12-13,3428.3022
2019-12-14,3586.1821
2019-12-15,3755.901
2019-12-16,3940.9666
2019-12-17,4109.5405
2019-12-18,4305.1816
2019-12-19,4468.6226
2019-12-20,4636.058
2019-12-21,4779.1704
2019-12-22,4927.4375
2019-12-23,5084.8774
2019-12-24,5220.2363
2019-12-25,5377.7173
2019-12-26,5498.743
