Date,Discharge
2019-08-08,4487.31
2019-08-09,4581.949
2019-08-10,4685.5063
2019-08-11,4815.421
2019-08-12,4898.068
2019-08-13,5027.0635
2019-08-14,5072.44
2019-08-15,5151.3315
2019-08-16,5164.8296
2019-08-17,5177.724
2019-08-18,5209.1455
2019-08-19,5187.4014
2019-08-20,5208.233
2019-08-21,5143.9424
2019-08-22,5114.021
2019-08-23,5021.946
2019-08-24,4934.861
2019-08-25,4874.1587
2019-08-26,4770.2563
2019-08-27,4720.802
2019-08-28,4599.7417
2019-08-29,4527.915
2019-08-30,4409.8057
2019-08-31,4313.1963
2019-09-01,4259.732
2019-09-02,4179.688
2019-09-03,4170.1704
2019-09-04,4104.2036
2019-09-05,4101.335
2019-09-06,4064.4255
2019-09-07,4059.338
2019-09-08,4105.5493
2019-09-09,4130.9673
2019-09-10,4230.194
2019-09-11,4273.672
2019-09-12,4378.354
2019-09-13,4444.5547
2019-09-14,4535.704
2019-09-15,4669.0195
2019-09-16,4770.374
2019-09-17,4932.6143
2019-09-18,5024.7417
2019-09-19,5162.622
2019-09-20,5245.859
2019-09-21,5337.5605
2019-09-22,5455.018
2019-09-23,5524.571
2019-09-24,5639.9014
2019-09-25,5671.2017
2019-09-26,5735.8394
2019-09-27,5735.1978
2019-09-28,5734.3896
2019-09-29,5752.8853
2019-09-30,5719.316
2019-10-01,5729.7153
2019-10-02,5656.62
2019-10-03,5619.682
2019-10-04,5522.4443
2019-10-05,5432.0093
2019-10-06,5369.6104
2019-10-07,5265.384
2019-10-08,5216.5684
2019-10-09,5096.5845
2019-10-10,5025.628
2019-10-11,4907.4404
2019-10-12,4808.975
2019-10-13,4750.9873
2019-10-14,4662.817
2019-10-15,4640.6235
2019-10-16,4556.4937
2019-10-17,4529.0815
2019-10-18,4460.4214
2019-10-19,4415.647
2019-10-20,4413.627
2019-10-21,4381.8066
2019-10-22,4414.492
2019-10-23,4382.008
2019-10-24,4401.381
2019-10-25,4373.199
2019-10-26,4361.362
2019-10-27,4383.7505
2019-10-28,4367.086
2019-10-29,4405.23
2019-10-30,4368.349
2019-10-31,4373.597
2019-11-01,4321.9604
2019-11-02,4277.996
2019-11-03,4260.4736
2019-11-04,4197.2075
2019-11-05,4183.318
2019-11-06,4090.3606
2019-11-07,4036.9631
2019-11-08,3925.6316
2019-11-09,3822.4402
2019-11-10,3747.6343
2019-11-11,3630.4194
2019-11-12,3567.1882
2019-11-13,3430.6125
2019-11-14,3340.2573
2019-11-15,3199.3608
2019-11-16,3074.5134
2019-11-17,2986.2456
2019-11-18,2863.821
2019-11-19,2803.4631
2019-11-20,2677.4624
2019-11-21,2604.8037
2019-11-22,2487.972
2019-11-23,2392.654
2019-11-24,2338.3623
2019-11-25,2253.256
2019-11-26,2232.407
2019-11-27,2146.939
2019-11-28,2114.6924
2019-11-29,2037.0619
2019-11-30,1978.7308
2019-12-01,1958.3209
2019-12-02,1903.2377
2019-12-03,1907.9541
2019-12-04,1843.1649
2019-12-05,1826.4579
2019-12-06,1759.1537
2019-12-07,1706.0376
2019-12-08,1686.0
2019-12-09,1626.868
2019-12-10,1623.6714
2019-12-11,1547.774
2019-12-12,1517.5212
2019-12-13,1435.0507
2019-12-14,1365.9978
2019-12-15,1330.105
2019-12-16,1256.027
2019-12-17,1239.5681
2019-12-18,1152.7905
2019-12-19,1114.6389
2019-12-20,1027.7343
2019-12-21,958.0643
2019-12-22,925.585
2019-12-23,859.0206
2019-12-24,854.10144
2019-12-25,782.67706
2019-12-26,763.3511
