Date,flood runoff
2019-04-03,0.09344874
2019-04-04,0.10573865
2019-04-05,0.08003715
2019-04-06,0.090751976
2019-04-07,0.09756483
2019-04-08,0.07616405
2019-04-09,0.044753976
2019-04-10,0.049594317
2019-04-11,0.06308298
2019-04-12,0.040002078
2019-04-13,0.054689154
2019-04-14,0.06671139
2019-04-15,0.051601462
2019-04-16,0.02737143
2019-04-17,0.04005794
2019-04-18,0.061811753
2019-04-19,0.04715148
2019-04-20,0.07014303
2019-04-21,0.09008239
2019-04-22,0.08224027
2019-04-23,0.06438438
2019-04-24,0.08233271
2019-04-25,0.10805045
2019-04-26,0.09590999
2019-04-27,0.11987563
2019-04-28,0.13919024
2019-04-29,0.12912211
2019-04-30,0.107488185
2019-05-01,0.12020643
2019-05-02,0.13939026
2019-05-03,0.11960451
2019-05-04,0.13504472
2019-05-05,0.14521687
2019-05-06,0.12567644
2019-05-07,0.09454281
2019-05-08,0.09804216
2019-05-09,0.10859223
2019-05-10,0.081048496
2019-05-11,0.089873895
2019-05-12,0.09480975
2019-05-13,0.071606666
2019-05-14,0.038532052
2019-05-15,0.041907467
2019-05-16,0.054189328
2019-05-17,0.030212842
2019-05-18,0.044361256
2019-05-19,0.056238122
2019-05-20,0.04140152
2019-05-21,0.017876476
2019-05-22,0.031699087
2019-05-23,0.055005353
2019-05-24,0.042284545
2019-05-25,0.067558855
2019-05-26,0.090066776
2019-05-27,0.085008755
2019-05-28,0.07007118
2019-05-29,0.09098152
2019-05-30,0.119607694
2019-05-31,0.11022083
2019-06-01,0.136683
2019-06-02,0.15813713
2019-06-03,0.14975722
2019-06-04,0.12927498
2019-06-05,0.14253543
2019-06-06,0.16159452
2019-06-07,0.1409779
2019-06-08,0.15486258
2019-06-09,0.16275866
2019-06-10,0.1402497
2019-06-11,0.10550778
2019-06-12,0.10483645
2019-06-13,0.11075457
2019-06-14,0.07824101
2019-06-15,0.08190198
2019-06-16,0.08163876
2019-06-17,0.05337485
2019-06-18,0.015558819
2019-06-19,0.014696689
2019-06-20,0.023427026
2019-06-21,0.0032409949
2019-06-22,0.009235546
2019-06-23,0.020599497
2019-06-24,0.0065218364
2019-06-25,0.014891571
2019-06-26,0.0024388966
2019-06-27,0.030650914
2019-06-28,0.024189765
2019-06-29,0.05698519
2019-06-30,0.088133
2019-07-01,0.09264019
2019-07-02,0.08794962
2019-07-03,0.11949719
2019-07-04,0.15881465
2019-07-05,0.15979704
2019-07-06,0.19589658
2019-07-07,0.22581969
2019-07-08,0.22428581
2019-07-09,0.20856324
2019-07-10,0.22403502
2019-07-11,0.24230738
2019-07-12,0.21747956
2019-07-13,0.2233368
2019-07-14,0.21904346
2019-07-15,0.17989397
2019-07-16,0.123838186
2019-07-17,0.09703365
2019-07-18,0.071937494
2019-07-19,0.00355795
2019-07-20,0.033373237
2019-07-21,0.07872962
2019-07-22,0.15626153
2019-07-23,0.24709374
2019-07-24,0.30419576
2019-07-25,0.3543116
2019-07-26,0.4417284
2019-07-27,0.49112263
2019-07-28,0.5419042
2019-07-29,0.61750114
2019-07-30,0.69886696
2019-07-31,0.7389571
2019-08-01,0.76466095
2019-08-02,0.8205697
2019-08-03,0.8318166
2019-08-04,0.8384133
2019-08-05,0.8645216
2019-08-06,0.8919456
2019-08-07,0.8745897
2019-08-08,0.84037006
2019-08-09,0.83495986
2019-08-10,0.78460556
2019-08-11,0.73043853
2019-08-12,0.6977218
2019-08-13,0.66931796
2019-08-14,0.6001237
2019-08-15,0.5189596
2019-08-16,0.47229528
2019-08-17,0.38704947
2019-08-18,0.30488676
2019-08-19,0.25145435
2019-08-20,0.20984256
2019-08-21,0.13501614
2019-08-22,0.05570457
2019-08-23,0.018131517
2019-08-24,0.051177528
2019-08-25,0.11108686
2019-08-26,0.13659962
2019-08-27,0.1453804
2019-08-28,0.18330431
2019-08-29,0.22254601
2019-08-30,0.21782774
2019-08-31,0.24358895
2019-09-01,0.2596551
2019-09-02,0.2419641
2019-09-03,0.20906784
2019-09-04,0.20766146
2019-09-05,0.21065475
2019-09-06,0.17340495
2019-09-07,0.17087424
2019-09-08,0.163289
2019-09-09,0.12686051
2019-09-10,0.080283664
2019-09-11,0.07026704
2019-09-12,0.06960813
2019-09-13,0.033433493
2019-09-14,0.036365833
2019-09-15,0.038195923
2019-09-16,0.014617866
2019-09-17,0.016255952
2019-09-18,0.008347145
2019-09-19,0.010482185
2019-09-20,0.0053118793
2019-09-21,0.018230397
2019-09-22,0.04026183
2019-09-23,0.035879992
2019-09-24,0.022656916
2019-09-25,0.046199612
2019-09-26,0.078254126
2019-09-27,0.07297221
2019-09-28,0.10410219
2019-09-29,0.13068098
2019-09-30,0.12778567
2019-10-01,0.11306039
2019-10-02,0.13227153
2019-10-03,0.15740412
2019-10-04,0.14291884
2019-10-05,0.16293147
2019-10-06,0.1768921
2019-10-07,0.16032302
2019-10-08,0.13133141
2019-10-09,0.13615005
2019-10-10,0.14721969
2019-10-11,0.11943271
2019-10-12,0.12730019
2019-10-13,0.13062033
2019-10-14,0.10520704
2019-10-15,0.069395304
2019-10-16,0.06957679
2019-10-17,0.07827913
2019-10-18,0.0504088
2019-10-19,0.06041963
2019-10-20,0.067984745
2019-10-21,0.04873066
2019-10-22,0.020749899
2019-10-23,0.03014536
2019-10-24,0.049119573
2019-10-25,0.032228403
2019-10-26,0.05356099
2019-10-27,0.072423235
2019-10-28,0.06408333
2019-10-29,0.046295274
2019-10-30,0.06485331
2019-10-31,0.09169016
2019-11-01,0.0811383
2019-11-02,0.107115924
2019-11-03,0.12881474
2019-11-04,0.12144795
2019-11-05,0.10277434
2019-11-06,0.11865147
2019-11-07,0.14113086
2019-11-08,0.1247146
2019-11-09,0.14353497
2019-11-10,0.15703496
2019-11-11,0.14070755
2019-11-12,0.112610705
2019-11-13,0.11891079
2019-11-14,0.13196793
2019-11-15,0.1065829
2019-11-16,0.11716764
2019-11-17,0.12341709
2019-11-18,0.10104113
2019-11-19,0.06827323
2019-11-20,0.07140893
2019-11-21,0.08288777
2019-11-22,0.05753847
2019-11-23,0.06974921
2019-11-24,0.07914094
2019-11-25,0.0613024
2019-11-26,0.03430306
2019-11-27,0.0442375
2019-11-28,0.06331407
2019-11-29,0.04610779
2019-11-30,0.06673889
2019-12-01,0.084554814
2019-12-02,0.074873924
2019-12-03,0.055506986
2019-12-04,0.07230957
2019-12-05,0.09727812
2019-12-06,0.08480918
2019-12-07,0.10888333
2019-12-08,0.12875111
2019-12-09,0.11967944
2019-12-10,0.09947417
2019-12-11,0.11403227
2019-12-12,0.13543606
2019-12-13,0.11820933
2019-12-14,0.1364968
2019-12-15,0.14974453
2019-12-16,0.1334398
2019-12-17,0.105626464
2019-12-18,0.112449445
2019-12-19,0.12624095
2019-12-20,0.10176863
2019-12-21,0.11340738
2019-12-22,0.12081249
2019-12-23,0.099653006
2019-12-24,0.06812163
2019-12-25,0.072474554
2019-12-26,0.085114546
