Date,daily runoff
2019-08-01,2.7727945
2019-08-02,2.7770555
2019-08-03,2.7661843
2019-08-04,2.7487886
2019-08-05,2.7289548
2019-08-06,2.699303
2019-08-07,2.669664
2019-08-08,2.6250322
2019-08-09,2.5781214
2019-08-10,2.5177858
2019-08-11,2.4532497
2019-08-12,2.3891945
2019-08-13,2.3188007
2019-08-14,2.2524147
2019-08-15,2.1754925
2019-08-16,2.1011453
2019-08-17,2.0185533
2019-08-18,1.9371885
2019-08-19,1.861896
2019-08-20,1.7859336
2019-08-21,1.7196357
2019-08-22,1.6483572
2019-08-23,1.5850204
2019-08-24,1.518532
2019-08-25,1.458012
2019-08-26,1.4078791
2019-08-27,1.3609011
2019-08-28,1.3268654
2019-08-29,1.2905346
2019-08-30,1.2642038
2019-08-31,1.2361295
2019-09-01,1.2147703
2019-09-02,1.2038854
2019-09-03,1.195595
2019-09-04,1.1990649
2019-09-05,1.1984706
2019-09-06,1.2055671
2019-09-07,1.2081257
2019-09-08,1.2141824
2019-09-09,1.2271433
2019-09-10,1.2388505
2019-09-11,1.2582692
2019-09-12,1.2694552
2019-09-13,1.2841233
2019-09-14,1.2900838
2019-09-15,1.2954879
2019-09-16,1.303929
2019-09-17,1.3075024
2019-09-18,1.3154861
2019-09-19,1.3123004
2019-09-20,1.3100681
2019-09-21,1.2970406
2019-09-22,1.2818351
2019-09-23,1.2685246
2019-09-24,1.2496895
2019-09-25,1.2350869
2019-09-26,1.2096025
2019-09-27,1.1858009
2019-09-28,1.152345
2019-09-29,1.1182251
2019-09-30,1.0878443
2019-10-01,1.0540627
2019-10-02,1.0268668
2019-10-03,0.99131465
2019-10-04,0.9600879
2019-10-05,0.92190945
2019-10-06,0.88577443
2019-10-07,0.85603684
2019-10-08,0.82545793
2019-10-09,0.80387807
2019-10-10,0.77616805
2019-10-11,0.754786
2019-10-12,0.7282007
2019-10-13,0.7051291
2019-10-14,0.6896294
2019-10-15,0.6741561
2019-10-16,0.66823804
2019-10-17,0.6564366
2019-10-18,0.650908
2019-10-19,0.6398326
2019-10-20,0.63165766
2019-10-21,0.63019454
2019-10-22,0.627678
2019-10-23,0.63344705
2019-10-24,0.63190633
2019-10-25,0.63508934
2019-10-26,0.63108975
2019-10-27,0.6283035
2019-10-28,0.63052666
2019-10-29,0.6300131
2019-10-30,0.63615435
2019-10-31,0.6334383
2019-11-01,0.63401085
2019-11-02,0.62610364
2019-11-03,0.6182732
2019-11-04,0.61449546
2019-11-05,0.60721976
2019-11-06,0.60604495
2019-11-07,0.5956746
2019-11-08,0.5884744
2019-11-09,0.57289666
2019-11-10,0.55771583
2019-11-11,0.5471194
2019-11-12,0.5337589
2019-11-13,0.5274231
2019-11-14,0.5129902
2019-11-15,0.5029832
2019-11-16,0.4859919
2019-11-17,0.47090682
2019-11-18,0.4620086
2019-11-19,0.45201766
2019-11-20,0.45076677
2019-11-21,0.44315258
2019-11-22,0.4416908
2019-11-23,0.43493855
2019-11-24,0.43172866
2019-11-25,0.4362598
2019-11-26,0.4411475
2019-11-27,0.4560978
2019-11-28,0.4658608
2019-11-29,0.48278785
2019-11-30,0.49525595
2019-12-01,0.5119046
2019-12-02,0.53672874
2019-12-03,0.56213236
2019-12-04,0.59760547
2019-12-05,0.62768066
2019-12-06,0.66449326
2019-12-07,0.696209
2019-12-08,0.7312642
2019-12-09,0.7734611
2019-12-10,0.8150254
2019-12-11,0.865285
2019-12-12,0.9086293
2019-12-13,0.95707166
2019-12-14,0.9986788
2019-12-15,1.0418121
2019-12-16,1.0902246
2019-12-17,1.1361182
2019-12-18,1.1888231
2019-12-19,1.2327565
2019-12-20,1.2799841
2019-12-21,1.3186482
2019-12-22,1.357207
2019-12-23,1.3995295
2019-12-24,1.4379497
2019-12-25,1.4819436
2019-12-26,1.5160844
