Date,flood runoff
2019-05-09,0.14837003
2019-05-10,0.14797004
2019-05-11,0.18786643
2019-05-12,0.13229752
2019-05-13,0.18663315
2019-05-14,0.17079277
2019-05-15,0.15757608
2019-05-16,0.16102758
2019-05-17,0.15559007
2019-05-18,0.19006176
2019-05-19,0.12882604
2019-05-20,0.1774062
2019-05-21,0.15587918
2019-05-22,0.13720158
2019-05-23,0.13556965
2019-05-24,0.12556851
2019-05-25,0.15612496
2019-05-26,0.091733605
2019-05-27,0.13800831
2019-05-28,0.115093194
2019-05-29,0.09598673
2019-05-30,0.094900556
2019-05-31,0.08640804
2019-06-01,0.11939758
2019-06-02,0.05829974
2019-06-03,0.1086406
2019-06-04,0.090455286
2019-06-05,0.07661523
2019-06-06,0.081190705
2019-06-07,0.07860352
2019-06-08,0.11758471
2019-06-09,0.062406283
2019-06-10,0.11843919
2019-06-11,0.10557131
2019-06-12,0.0965391
2019-06-13,0.105293885
2019-06-14,0.106158055
2019-06-15,0.14778556
2019-06-16,0.094395794
2019-06-17,0.15133297
2019-06-18,0.13848487
2019-06-19,0.12861398
2019-06-20,0.13572326
2019-06-21,0.1342103
2019-06-22,0.17282546
2019-06-23,0.11590273
2019-06-24,0.16891535
2019-06-25,0.15189047
2019-06-26,0.1377362
2019-06-27,0.14060229
2019-06-28,0.13503009
2019-06-29,0.16990599
2019-06-30,0.10968795
2019-07-01,0.1599573
2019-07-02,0.14082995
2019-07-03,0.1252804
2019-07-04,0.12750058
2019-07-05,0.12204811
2019-07-06,0.1577993
2019-07-07,0.09917582
2019-07-08,0.15169752
2019-07-09,0.13539545
2019-07-10,0.12313855
2019-07-11,0.1289955
2019-07-12,0.12738699
2019-07-13,0.16704284
2019-07-14,0.112233326
2019-07-15,0.16832684
2019-07-16,0.15520768
2019-07-17,0.14560749
2019-07-18,0.15347172
2019-07-19,0.15311594
2019-07-20,0.19318667
2019-07-21,0.13789566
2019-07-22,0.19257982
2019-07-23,0.17712061
2019-07-24,0.16427605
2019-07-25,0.16804697
2019-07-26,0.16283223
2019-07-27,0.19738756
2019-07-28,0.13605714
2019-07-29,0.18432996
2019-07-30,0.16225502
2019-07-31,0.14276884
2019-08-01,0.14005648
2019-08-02,0.12870148
2019-08-03,0.15763935
2019-08-04,0.0913837
2019-08-05,0.13557753
2019-08-06,0.1104036
2019-08-07,0.08890764
2019-08-08,0.08535576
2019-08-09,0.07438152
2019-08-10,0.10493724
2019-08-11,0.04151902
2019-08-12,0.089717805
2019-08-13,0.06963048
2019-08-14,0.054184694
2019-08-15,0.057498913
2019-08-16,0.054032847
2019-08-17,0.09254296
2019-08-18,0.03731228
2019-08-19,0.093706794
2019-08-20,0.081592195
2019-08-21,0.07366466
2019-08-22,0.083816804
2019-08-23,0.08629397
2019-08-24,0.12965532
2019-08-25,0.07800871
2019-08-26,0.13657181
2019-08-27,0.12509264
2019-08-28,0.1161834
2019-08-29,0.12368882
2019-08-30,0.12184349
2019-08-31,0.15923344
2019-09-01,0.10003035
2019-09-02,0.14955091
2019-09-03,0.12767494
2019-09-04,0.10717594
2019-09-05,0.10208514
2019-09-06,0.08684445
2019-09-07,0.11026256
2019-09-08,0.03674385
2019-09-09,0.071842
2019-09-10,0.03567246
2019-09-11,0.0012373502
2019-09-12,0.017215602
2019-09-13,0.045045078
2019-09-14,0.03326417
2019-09-15,0.11731516
2019-09-16,0.0915186
2019-09-17,0.1356629
2019-09-18,0.1766804
2019-09-19,0.20028864
2019-09-20,0.23184162
2019-09-21,0.22237638
2019-09-22,0.30738515
2019-09-23,0.28126165
2019-09-24,0.32388678
2019-09-25,0.36230078
2019-09-26,0.38233986
2019-09-27,0.40948287
2019-09-28,0.39489308
2019-09-29,0.47418606
2019-09-30,0.44187123
2019-10-01,0.47793397
2019-10-02,0.50950414
2019-10-03,0.5224901
2019-10-04,0.54242325
2019-10-05,0.5204987
2019-10-06,0.59234244
2019-10-07,0.5524536
2019-10-08,0.5807875
2019-10-09,0.6044264
2019-10-10,0.6092163
2019-10-11,0.6206149
2019-10-12,0.5897356
2019-10-13,0.65212005
2019-10-14,0.602184
2019-10-15,0.61980563
2019-10-16,0.63200057
2019-10-17,0.6245636
2019-10-18,0.6229199
2019-10-19,0.5781739
2019-10-20,0.6258833
2019-10-21,0.5605084
2019-10-22,0.56200105
2019-10-23,0.55748093
2019-10-24,0.5328756
2019-10-25,0.5137719
2019-10-26,0.45146114
2019-10-27,0.48171076
2019-10-28,0.39920914
2019-10-29,0.3841503
2019-10-30,0.36390415
2019-10-31,0.3246514
2019-11-01,0.2922282
2019-11-02,0.21816549
2019-11-03,0.23845416
2019-11-04,0.14798394
2019-11-05,0.1271222
2019-11-06,0.10337915
2019-11-07,0.06303847
2019-11-08,0.031998053
2019-11-09,0.038193207
2019-11-10,0.011571934
2019-11-11,0.09332195
2019-11-12,0.1031949
2019-11-13,0.113843344
2019-11-14,0.13918744
2019-11-15,0.15357023
2019-11-16,0.20571615
2019-11-17,0.15996186
2019-11-18,0.22181164
2019-11-19,0.21135111
2019-11-20,0.20157306
2019-11-21,0.20673662
2019-11-22,0.2015152
2019-11-23,0.23494762
2019-11-24,0.17166215
2019-11-25,0.2174255
2019-11-26,0.1925509
2019-11-27,0.17021917
2019-11-28,0.16483417
2019-11-29,0.15116791
2019-11-30,0.17831022
2019-12-01,0.11089225
2019-12-02,0.15463638
2019-12-03,0.12976617
2019-12-04,0.109330475
2019-12-05,0.10756296
2019-12-06,0.09903211
2019-12-07,0.13259667
2019-12-08,0.072635464
2019-12-09,0.124603964
2019-12-10,0.108451374
2019-12-11,0.09695176
2019-12-12,0.1040705
2019-12-13,0.10412103
2019-12-14,0.14572635
2019-12-15,0.093054526
2019-12-16,0.15137991
2019-12-17,0.14050424
2019-12-18,0.13309053
2019-12-19,0.14303155
2019-12-20,0.14460725
2019-12-21,0.18644598
2019-12-22,0.1327587
2019-12-23,0.1888979
2019-12-24,0.17477515
2019-12-25,0.1631914
2019-12-26,0.16820015
