Date,weekly runoff
2019-04-07,4.6009645
2019-04-08,4.605118
2019-04-09,4.6067247
2019-04-10,4.610966
2019-04-11,4.6104455
2019-04-12,4.608886
2019-04-13,4.606245
2019-04-14,4.6029124
2019-04-15,4.599385
2019-04-16,4.594705
2019-04-17,4.5939584
2019-04-18,4.589603
2019-04-19,4.5851736
2019-04-20,4.5804043
2019-04-21,4.5754313
2019-04-22,4.5704803
2019-04-23,4.564315
2019-04-24,4.5617404
2019-04-25,4.5549483
2019-04-26,4.547231
2019-04-27,4.53811
2019-04-28,4.5275517
2019-04-29,4.515659
2019-04-30,4.5011315
2019-05-01,4.488771
2019-05-02,4.470829
2019-05-03,4.450723
2019-05-04,4.4281664
2019-05-05,4.4033785
2019-05-06,4.3767753
2019-05-07,4.3474197
2019-05-08,4.320521
2019-05-09,4.288772
2019-05-10,4.256055
2019-05-11,4.222557
2019-05-12,4.1889725
2019-05-13,4.156173
2019-05-14,4.12365
2019-05-15,4.0969977
2019-05-16,4.0692396
2019-05-17,4.0445204
2019-05-18,4.023211
2019-05-19,4.006103
2019-05-20,3.9940715
2019-05-21,3.986509
2019-05-22,3.9888086
2019-05-23,3.993688
2019-05-24,4.0048823
2019-05-25,4.022255
2019-05-26,4.0459943
2019-05-27,4.076289
2019-05-28,4.1117706
2019-05-29,4.157008
2019-05-30,4.2038484
2019-05-31,4.2551217
2019-06-01,4.309772
2019-06-02,4.3670692
2019-06-03,4.426303
2019-06-04,4.485242
2019-06-05,4.5476475
2019-06-06,4.604629
2019-06-07,4.658368
2019-06-08,4.7072577
2019-06-09,4.750133
2019-06-10,4.785971
2019-06-11,4.812362
2019-06-12,4.833027
2019-06-13,4.839175
2019-06-14,4.8332314
2019-06-15,4.813977
2019-06-16,4.7807665
2019-06-17,4.7332325
2019-06-18,4.6697373
2019-06-19,4.594887
2019-06-20,4.5008726
2019-06-21,4.3911824
2019-06-22,4.2657256
2019-06-23,4.125037
2019-06-24,3.969955
2019-06-25,3.8000622
2019-06-26,3.6211774
2019-06-27,3.42668
2019-06-28,3.2212036
2019-06-29,3.0057416
2019-06-30,2.7818394
2019-07-01,2.551256
2019-07-02,2.314394
2019-07-03,2.0777788
2019-07-04,1.8353767
2019-07-05,1.592281
2019-07-06,1.3498149
2019-07-07,1.109721
2019-07-08,0.87382287
2019-07-09,0.6424597
2019-07-10,0.4219683
2019-07-11,0.20600854
2019-07-12,0.0007419068
2019-07-13,0.19747478
2019-07-14,0.38305166
2019-07-15,0.5563284
2019-07-16,0.71770906
2019-07-17,0.86164945
2019-07-18,0.9953183
2019-07-19,1.1148888
2019-07-20,1.2204125
2019-07-21,1.3116062
2019-07-22,1.3881658
2019-07-23,1.4513074
2019-07-24,1.4962616
2019-07-25,1.5309266
2019-07-26,1.5521514
2019-07-27,1.5606046
2019-07-28,1.5565573
2019-07-29,1.540193
2019-07-30,1.5131494
2019-07-31,1.4710121
2019-08-01,1.4219692
2019-08-02,1.3630984
2019-08-03,1.2952396
2019-08-04,1.2187831
2019-08-05,1.1339861
2019-08-06,1.04252
2019-08-07,0.93997306
2019-08-08,0.83451086
2019-08-09,0.72317207
2019-08-10,0.6067475
2019-08-11,0.48557594
2019-08-12,0.35986674
2019-08-13,0.2312534
2019-08-14,0.09530035
2019-08-15,0.03983149
2019-08-16,0.17708685
2019-08-17,0.31563458
2019-08-18,0.45507124
2019-08-19,0.59509885
2019-08-20,0.7339728
2019-08-21,0.8759976
2019-08-22,1.0128647
2019-08-23,1.1473595
2019-08-24,1.2784842
2019-08-25,1.405668
2019-08-26,1.5284511
2019-08-27,1.6449381
2019-08-28,1.7593014
2019-08-29,1.8631257
2019-08-30,1.9591199
2019-08-31,2.0462477
2019-09-01,2.1239412
2019-09-02,2.1917896
2019-09-03,2.2479975
2019-09-04,2.2968884
2019-09-05,2.330252
2019-09-06,2.3510556
2019-09-07,2.3585732
2019-09-08,2.3525965
2019-09-09,2.3331206
2019-09-10,2.2987962
2019-09-11,2.2544281
2019-09-12,2.1923144
2019-09-13,2.1159508
2019-09-14,2.0251515
2019-09-15,1.9202498
2019-09-16,1.8017766
2019-09-17,1.6689017
2019-09-18,1.5269243
2019-09-19,1.3686032
2019-09-20,1.1978543
2019-09-21,1.0148623
2019-09-22,0.82027876
2019-09-23,0.6148927
2019-09-24,0.39807123
2019-09-25,0.17524771
2019-09-26,0.060748067
2019-09-27,0.3059907
2019-09-28,0.560343
2019-09-29,0.8232538
2019-09-30,1.0940796
2019-10-01,1.3736366
2019-10-02,1.6567019
2019-10-03,1.9506735
2019-10-04,2.251859
2019-10-05,2.5603476
2019-10-06,2.875795
2019-10-07,3.1977334
2019-10-08,3.5271106
2019-10-09,3.8587801
2019-10-10,4.2001514
2019-10-11,4.5474677
2019-10-12,4.9006724
2019-10-13,5.259187
2019-10-14,5.6222196
2019-10-15,5.990299
2019-10-16,6.3577714
2019-10-17,6.7314477
2019-10-18,7.106894
2019-10-19,7.483304
2019-10-20,7.8592873
2019-10-21,8.233192
2019-10-22,8.604658
2019-10-23,8.967124
2019-10-24,9.326501
2019-10-25,9.677479
2019-10-26,10.018417
2019-10-27,10.347163
2019-10-28,10.6613865
2019-10-29,10.960154
2019-10-30,11.236462
2019-10-31,11.495917
2019-11-01,11.7330675
2019-11-02,11.946304
2019-11-03,12.133682
2019-11-04,12.29327
2019-11-05,12.424727
2019-11-06,12.521831
2019-11-07,12.591162
2019-11-08,12.628415
2019-11-09,12.633303
2019-11-10,12.605352
2019-11-11,12.544241
2019-11-12,12.45135
2019-11-13,12.322267
2019-11-14,12.165446
2019-11-15,11.978494
2019-11-16,11.763033
2019-11-17,11.520477
2019-11-18,11.2523365
2019-11-19,10.961736
2019-11-20,10.64589
2019-11-21,10.31474
2019-11-22,9.967213
2019-11-23,9.606057
2019-11-24,9.233609
2019-11-25,8.852076
2019-11-26,8.465044
2019-11-27,8.069953
2019-11-28,7.676722
2019-11-29,7.2840157
2019-11-30,6.894089
2019-12-01,6.508565
2019-12-02,6.1287246
2019-12-03,5.757049
2019-12-04,5.3897066
2019-12-05,5.0352087
2019-12-06,4.690704
2019-12-07,4.3568563
2019-12-08,4.0336485
2019-12-09,3.7207131
2019-12-10,3.4188986
2019-12-11,3.122793
2019-12-12,2.8394096
2019-12-13,2.564507
2019-12-14,2.2974946
2019-12-15,2.0372567
2019-12-16,1.7825027
2019-12-17,1.5333477
2019-12-18,1.283846
2019-12-19,1.0406817
2019-12-20,0.7994901
2019-12-21,0.55976
2019-12-22,0.3206489
2019-12-23,0.081320934
2019-12-24,0.15748881
2019-12-25,0.40096065
2019-12-26,0.6415226
