Date,weekly runoff
2019-12-07,4.054834
2019-12-08,4.0598025
2019-12-09,4.059119
2019-12-10,4.053505
2019-12-11,4.039336
2019-12-12,4.0265174
2019-12-13,4.007222
2019-12-14,3.9841032
2019-12-15,3.9580245
2019-12-16,3.9291918
2019-12-17,3.8981555
2019-12-18,3.8610773
2019-12-19,3.8276274
2019-12-20,3.789749
2019-12-21,3.7498882
2019-12-22,3.7087474
2019-12-23,3.666429
2019-12-24,3.62345
2019-12-25,3.5760164
2019-12-26,3.5339208
