Date,Discharge
2019-11-07,2004.9304
2019-11-08,1980.6592
2019-11-09,1985.5024
2019-11-10,2015.454
2019-11-11,2037.8608
2019-11-12,2010.9846
2019-11-13,2021.4327
2019-11-14,2012.5316
2019-11-15,1993.3276
2019-11-16,2002.9106
2019-11-17,2037.1969
2019-11-18,2063.463
2019-11-19,2039.9103
2019-11-20,2053.0994
2019-11-21,2046.3256
2019-11-22,2028.6207
2019-11-23,2039.079
2019-11-24,2073.639
2019-11-25,2099.6182
2019-11-26,2075.277
2019-11-27,2087.25
2019-11-28,2078.921
2019-11-29,2059.4207
2019-11-30,2067.951
2019-12-01,2100.562
2019-12-02,2124.6848
2019-12-03,2098.6897
2019-12-04,2109.3152
2019-12-05,2100.0386
2019-12-06,2080.0713
2019-12-07,2088.6792
2019-12-08,2121.958
2019-12-09,2147.3633
2019-12-10,2123.2676
2019-12-11,2136.3894
2019-12-12,2130.1628
2019-12-13,2113.7346
2019-12-14,2126.2844
2019-12-15,2163.8037
2019-12-16,2193.6277
2019-12-17,2173.9956
2019-12-18,2191.4832
2019-12-19,2189.3767
2019-12-20,2176.6736
2019-12-21,2192.407
2019-12-22,2232.4297
2019-12-23,2263.9487
2019-12-24,2245.0908
2019-12-25,2262.3381
2019-12-26,2258.9048
