Date,flood runoff
2019-04-16,0.0040055932
2019-04-17,0.014641699
2019-04-18,0.019130766
2019-04-19,0.0360235
2019-04-20,0.06832827
2019-04-21,0.044952262
2019-04-22,0.061770394
2019-04-23,0.05312366
2019-04-24,0.05155181
2019-04-25,0.09229194
2019-04-26,0.11378423
2019-04-27,0.14812072
2019-04-28,0.12408827
2019-04-29,0.13752586
2019-04-30,0.122825556
2019-05-01,0.11266511
2019-05-02,0.14250349
2019-05-03,0.15108113
2019-05-04,0.17086054
2019-05-05,0.13105872
2019-05-06,0.127992
2019-05-07,0.09656276
2019-05-08,0.06997647
2019-05-09,0.084221035
2019-05-10,0.07855038
2019-05-11,0.08590861
2019-05-12,0.03594673
2019-05-13,0.025353065
2019-05-14,0.010672903
2019-05-15,0.038714208
2019-05-16,0.02266528
2019-05-17,0.023253866
2019-05-18,0.007619323
2019-05-19,0.046295285
2019-05-20,0.042875554
2019-05-21,0.06253333
2019-05-22,0.07230513
2019-05-23,0.036607232
2019-05-24,0.016742751
2019-05-25,0.019536821
2019-05-26,0.0010671525
2019-05-27,0.023624344
2019-05-28,0.02142523
2019-05-29,0.026862713
2019-05-30,0.07500787
2019-05-31,0.10411994
2019-06-01,0.14609991
2019-06-02,0.12953882
2019-06-03,0.15008083
2019-06-04,0.14193018
2019-06-05,0.13758957
2019-06-06,0.17236182
2019-06-07,0.1848554
2019-06-08,0.20743026
2019-06-09,0.16923445
2019-06-10,0.16655262
2019-06-11,0.13429514
2019-06-12,0.10571657
2019-06-13,0.11689529
2019-06-14,0.10721582
2019-06-15,0.10979069
2019-06-16,0.054473374
2019-06-17,0.038183574
2019-06-18,0.0036250495
2019-06-19,0.037266012
2019-06-20,0.026357137
2019-06-21,0.03135153
2019-06-22,0.019125503
2019-06-23,0.059971143
2019-06-24,0.05727215
2019-06-25,0.07603277
2019-06-26,0.083170965
2019-06-27,0.043043163
2019-06-28,0.016958715
2019-06-29,0.027252622
2019-06-30,0.018271849
2019-07-01,0.0516414
2019-07-02,0.061264835
2019-07-03,0.07914364
2019-07-04,0.13988304
2019-07-05,0.18120775
2019-07-06,0.23442377
2019-07-07,0.22747676
2019-07-08,0.2553273
2019-07-09,0.2514718
2019-07-10,0.24769618
2019-07-11,0.27859443
2019-07-12,0.28209165
2019-07-13,0.28990796
2019-07-14,0.23061343
2019-07-15,0.19999452
2019-07-16,0.13256046
2019-07-17,0.06127775
2019-07-18,0.022064168
2019-07-19,0.045716252
2019-07-20,0.10882137
2019-07-21,0.2371105
2019-07-22,0.33321473
2019-07-23,0.46106791
2019-07-24,0.5862099
2019-07-25,0.6713293
2019-07-26,0.7758035
2019-07-27,0.86529875
2019-07-28,1.0087787
2019-07-29,1.1081989
2019-07-30,1.2270572
2019-07-31,1.3307106
2019-08-01,1.3819264
2019-08-02,1.4404233
2019-08-03,1.4724675
2019-08-04,1.5478708
2019-08-05,1.5696677
2019-08-06,1.6026443
2019-08-07,1.6136278
2019-08-08,1.5670054
2019-08-09,1.5242306
2019-08-10,1.4533814
2019-08-11,1.4261178
2019-08-12,1.3473182
2019-08-13,1.2835678
2019-08-14,1.2034079
2019-08-15,1.0728176
2019-08-16,0.9546857
2019-08-17,0.81833726
2019-08-18,0.73646533
2019-08-19,0.61474645
2019-08-20,0.52031314
2019-08-21,0.42199415
2019-08-22,0.28579283
2019-08-23,0.17436182
2019-08-24,0.056539066
2019-08-25,0.0042940164
2019-08-26,0.07763601
2019-08-27,0.12324874
2019-08-28,0.16500694
2019-08-29,0.2383276
2019-08-30,0.28207192
2019-08-31,0.32897243
2019-09-01,0.3086491
2019-09-02,0.31793582
2019-09-03,0.29234725
2019-09-04,0.26577443
2019-09-05,0.27494317
2019-09-06,0.2598762
2019-09-07,0.25429714
2019-09-08,0.18862808
2019-09-09,0.16030268
2019-09-10,0.10522484
2019-09-11,0.05746213
2019-09-12,0.053706747
2019-09-13,0.033746086
2019-09-14,0.030879613
2019-09-15,0.025065927
2019-09-16,0.037402045
2019-09-17,0.0710951
2019-09-18,0.093045615
2019-09-19,0.06759836
2019-09-20,0.05604189
2019-09-21,0.026161605
2019-09-22,0.049195185
2019-09-23,0.029470246
2019-09-24,0.03289518
2019-09-25,0.027215583
2019-09-26,0.022495208
2019-09-27,0.05435232
2019-09-28,0.100117885
2019-09-29,0.08825279
2019-09-30,0.1142819
2019-10-01,0.11230153
2019-10-02,0.11471719
2019-10-03,0.15674329
2019-10-04,0.17690586
2019-10-05,0.20748463
2019-10-06,0.1775458
2019-10-07,0.1832861
2019-10-08,0.15951806
2019-10-09,0.13938484
2019-10-10,0.15883693
2019-10-11,0.15711293
2019-10-12,0.1671607
2019-10-13,0.11865122
2019-10-14,0.10830621
2019-10-15,0.071369804
2019-10-16,0.041312877
2019-10-17,0.054302774
2019-10-18,0.04968046
2019-10-19,0.060381778
2019-10-20,0.015954766
2019-10-21,0.01289412
2019-10-22,0.013877428
2019-10-23,0.031292345
2019-10-24,0.0036539582
2019-10-25,0.007857036
2019-10-26,0.03562131
2019-10-27,0.008616385
2019-10-28,0.022769248
2019-10-29,0.012455438
2019-10-30,0.010232469
2019-10-31,0.051339325
2019-11-01,0.07420312
2019-11-02,0.11088874
2019-11-03,0.0901426
2019-11-04,0.10775072
2019-11-05,0.09804034
2019-11-06,0.09361292
2019-11-07,0.12984037
2019-11-08,0.14536567
2019-11-09,0.17254396
2019-11-10,0.14047566
2019-11-11,0.14535196
2019-11-12,0.1219425
2019-11-13,0.10331364
2019-11-14,0.12530923
2019-11-15,0.12703604
2019-11-16,0.14129005
2019-11-17,0.09757577
2019-11-18,0.09243926
2019-11-19,0.060945235
2019-11-20,0.036386624
2019-11-21,0.054759126
2019-11-22,0.05524278
2019-11-23,0.070627056
2019-11-24,0.030331396
2019-11-25,0.030742172
2019-11-26,0.006695912
2019-11-27,0.008802869
2019-11-28,0.019903066
2019-11-29,0.031616863
2019-11-30,0.0587254
2019-12-01,0.030233314
2019-12-02,0.04211363
2019-12-03,0.028804522
2019-12-04,0.022940112
2019-12-05,0.059847087
2019-12-06,0.07804844
2019-12-07,0.10971016
2019-12-08,0.08368208
2019-12-09,0.09585327
2019-12-10,0.08065114
2019-12-11,0.07077227
2019-12-12,0.10167668
2019-12-13,0.11208706
2019-12-14,0.13442865
2019-12-15,0.097861595
2019-12-16,0.09862611
2019-12-17,0.071530156
2019-12-18,0.04966797
2019-12-19,0.06890146
2019-12-20,0.06834644
2019-12-21,0.08080001
2019-12-22,0.035760906
2019-12-23,0.029763876
2019-12-24,0.0021420224
2019-12-25,0.02668265
2019-12-26,0.0078830365
