Date,daily runoff
2019-04-25,0.3307607
2019-04-26,0.3311984
2019-04-27,0.32882655
2019-04-28,0.31673717
2019-04-29,0.31978664
2019-04-30,0.30438337
2019-05-01,0.31553105
2019-05-02,0.31162447
2019-05-03,0.32554808
2019-05-04,0.33653283
2019-05-05,0.33723322
2019-05-06,0.35208112
2019-05-07,0.34708583
2019-05-08,0.36688936
2019-05-09,0.3695733
2019-05-10,0.387767
2019-05-11,0.40051225
2019-05-12,0.40034673
2019-05-13,0.4116617
2019-05-14,0.40050396
2019-05-15,0.4116307
2019-05-16,0.40331382
2019-05-17,0.40844288
2019-05-18,0.4063833
2019-05-19,0.39005062
2019-05-20,0.3842576
2019-05-21,0.3555047
2019-05-22,0.3490218
2019-05-23,0.323559
2019-05-24,0.31247616
2019-05-25,0.29558706
2019-05-26,0.26622087
2019-05-27,0.24955721
2019-05-28,0.21240549
2019-05-29,0.20023766
2019-05-30,0.1719715
2019-05-31,0.16105504
2019-06-01,0.14730757
2019-06-02,0.123980686
2019-06-03,0.11609499
2019-06-04,0.09022357
2019-06-05,0.09153117
2019-06-06,0.0785659
2019-06-07,0.08435384
2019-06-08,0.088251986
2019-06-09,0.083022095
2019-06-10,0.09318141
2019-06-11,0.08480026
2019-06-12,0.10255549
2019-06-13,0.10453613
2019-06-14,0.12335091
2019-06-15,0.13799314
2019-06-16,0.14092492
2019-06-17,0.15643619
2019-06-18,0.15044886
2019-06-19,0.16757423
2019-06-20,0.16592036
2019-06-21,0.17819878
2019-06-22,0.18358608
2019-06-23,0.17480254
2019-06-24,0.17646337
2019-06-25,0.15487295
2019-06-26,0.15507087
2019-06-27,0.13562635
2019-06-28,0.12973112
2019-06-29,0.117046684
2019-06-30,0.09076829
2019-07-01,0.075961925
2019-07-02,0.039345026
2019-07-03,0.026320022
2019-07-04,0.004242186
2019-07-05,0.018918391
2019-07-06,0.03789293
2019-07-07,0.06789837
2019-07-08,0.08388062
2019-07-09,0.11921796
2019-07-10,0.12868449
2019-07-11,0.15366125
2019-07-12,0.16104455
2019-07-13,0.17139594
2019-07-14,0.19187106
2019-07-15,0.19787155
2019-07-16,0.22324952
2019-07-17,0.22325599
2019-07-18,0.23973653
2019-07-19,0.24002443
2019-07-20,0.24507616
2019-07-21,0.26238674
2019-07-22,0.2676296
2019-07-23,0.29485133
2019-07-24,0.29941186
2019-07-25,0.323175
2019-07-26,0.3333988
2019-07-27,0.35087097
2019-07-28,0.3828272
2019-07-29,0.40459663
2019-07-30,0.44980472
2019-07-31,0.4733242
2019-08-01,0.5164784
2019-08-02,0.54594624
2019-08-03,0.58191353
2019-08-04,0.63100874
2019-08-05,0.6679657
2019-08-06,0.7258437
2019-08-07,0.7589962
2019-08-08,0.80828947
2019-08-09,0.84002274
2019-08-10,0.87409204
2019-08-11,0.91693586
2019-08-12,0.9432066
2019-08-13,0.9859951
2019-08-14,0.9998016
2019-08-15,1.0257528
2019-08-16,1.0305182
2019-08-17,1.0344664
2019-08-18,1.0446007
2019-08-19,1.0362176
2019-08-20,1.0431157
2019-08-21,1.0205506
2019-08-22,1.0104322
2019-08-23,0.98022246
2019-08-24,0.9510708
2019-08-25,0.9307301
2019-08-26,0.8951954
2019-08-27,0.8788953
2019-08-28,0.8376285
2019-08-29,0.8137484
2019-08-30,0.77504706
2019-08-31,0.742882
2019-09-01,0.725086
2019-09-02,0.6976019
2019-09-03,0.6946755
2019-09-04,0.6717949
2019-09-05,0.6708825
2019-09-06,0.6591886
2019-09-07,0.6574318
2019-09-08,0.6727235
2019-09-09,0.68022096
2019-09-10,0.71333885
2019-09-11,0.72670954
2019-09-12,0.76139575
2019-09-13,0.7838055
2019-09-14,0.8138529
2019-09-15,0.85790277
2019-09-16,0.8904413
2019-09-17,0.9443044
2019-09-18,0.9736508
2019-09-19,1.0191866
2019-09-20,1.0470879
2019-09-21,1.0771661
2019-09-22,1.1158142
2019-09-23,1.1376754
2019-09-24,1.1758664
2019-09-25,1.184942
2019-09-26,1.2061086
2019-09-27,1.2061328
2019-09-28,1.2054913
2019-09-29,1.2112988
2019-09-30,1.1989584
2019-10-01,1.2023642
2019-10-02,1.1768471
2019-10-03,1.1643679
2019-10-04,1.1324074
2019-10-05,1.1020981
2019-10-06,1.0811378
2019-10-07,1.0454246
2019-10-08,1.02925
2019-10-09,0.9882353
2019-10-10,0.9645194
2019-10-11,0.92564666
2019-10-12,0.89270014
2019-10-13,0.8732166
2019-10-14,0.8428309
2019-10-15,0.83547616
2019-10-16,0.8063323
2019-10-17,0.7970282
2019-10-18,0.7745437
2019-10-19,0.75935954
2019-10-20,0.75838995
2019-10-21,0.7466435
2019-10-22,0.7574406
2019-10-23,0.74537927
2019-10-24,0.7515509
2019-10-25,0.7424574
2019-10-26,0.73817205
2019-10-27,0.7452821
2019-10-28,0.7385569
2019-10-29,0.75116974
2019-10-30,0.73766565
2019-10-31,0.739177
2019-11-01,0.7223368
2019-11-02,0.70743436
2019-11-03,0.70134974
2019-11-04,0.67921185
2019-11-05,0.6746092
2019-11-06,0.6425445
2019-11-07,0.62463665
2019-11-08,0.5880198
2019-11-09,0.55348444
2019-11-10,0.52839804
2019-11-11,0.48834985
2019-11-12,0.4673493
2019-11-13,0.4207696
2019-11-14,0.3905409
2019-11-15,0.34404185
2019-11-16,0.30223557
2019-11-17,0.27258745
2019-11-18,0.23070885
2019-11-19,0.21055724
2019-11-20,0.16738334
2019-11-21,0.14292948
2019-11-22,0.10432863
2019-11-23,0.07224921
2019-11-24,0.053822633
2019-11-25,0.024298042
2019-11-26,0.01725372
2019-11-27,0.012444027
2019-11-28,0.023431174
2019-11-29,0.048935838
2019-11-30,0.06862347
2019-12-01,0.07566009
2019-12-02,0.09504988
2019-12-03,0.09341761
2019-12-04,0.11604516
2019-12-05,0.121659234
2019-12-06,0.14352028
2019-12-07,0.16126864
2019-12-08,0.1679905
2019-12-09,0.18855983
2019-12-10,0.18942651
2019-12-11,0.21566002
2019-12-12,0.22574499
2019-12-13,0.25267902
2019-12-14,0.275828
2019-12-15,0.2880013
2019-12-16,0.3138029
2019-12-17,0.31942827
2019-12-18,0.34971595
2019-12-19,0.3629503
2019-12-20,0.391965
2019-12-21,0.41600308
2019-12-22,0.427795
2019-12-23,0.4519116
2019-12-24,0.45456076
2019-12-25,0.48063764
2019-12-26,0.48852435
