Date,weekly runoff
2019-05-28,4.736438
2019-05-29,4.700794
2019-05-30,4.658193
2019-05-31,4.6133385
2019-06-01,4.563724
2019-06-02,4.511474
2019-06-03,4.459029
2019-06-04,4.3896637
2019-06-05,4.332679
2019-06-06,4.277378
2019-06-07,4.2290273
2019-06-08,4.185519
2019-06-09,4.14921
2019-06-10,4.1226053
2019-06-11,4.0888796
2019-06-12,4.077075
2019-06-13,4.0760937
2019-06-14,4.0906663
2019-06-15,4.1180434
2019-06-16,4.1598487
2019-06-17,4.2177896
2019-06-18,4.2742014
2019-06-19,4.3572736
2019-06-20,4.455062
2019-06-21,4.5714865
2019-06-22,4.7030396
2019-06-23,4.85066
2019-06-24,5.015459
2019-06-25,5.1792746
2019-06-26,5.369906
2019-06-27,5.5751266
2019-06-28,5.7986827
2019-06-29,6.03699
2019-06-30,6.2909994
2019-07-01,6.561905
2019-07-02,6.8316793
2019-07-03,7.128285
2019-07-04,7.4396625
2019-07-05,7.7697
2019-07-06,8.1149025
2019-07-07,8.476233
2019-07-08,8.854788
2019-07-09,9.232313
2019-07-10,9.636393
2019-07-11,10.054418
2019-07-12,10.489543
2019-07-13,10.937353
2019-07-14,11.397697
2019-07-15,11.870373
2019-07-16,12.33565
2019-07-17,12.819481
2019-07-18,13.30749
2019-07-19,13.800963
2019-07-20,14.293553
2019-07-21,14.783143
2019-07-22,15.267589
2019-07-23,15.725284
2019-07-24,16.180414
2019-07-25,16.61701
2019-07-26,17.034975
2019-07-27,17.426838
2019-07-28,17.789669
2019-07-29,18.120855
2019-07-30,18.3987
2019-07-31,18.64771
2019-08-01,18.85266
2019-08-02,19.014633
2019-08-03,19.12779
2019-08-04,19.191257
2019-08-05,19.204899
2019-08-06,19.149885
2019-08-07,19.053946
2019-08-08,18.905394
2019-08-09,18.709112
2019-08-10,18.463255
2019-08-11,18.171085
2019-08-12,17.836668
2019-08-13,17.445372
2019-08-14,17.029043
2019-08-15,16.579954
2019-08-16,16.106722
2019-08-17,15.610935
2019-08-18,15.098931
2019-08-19,14.577421
2019-08-20,14.033944
2019-08-21,13.502001
2019-08-22,12.974962
2019-08-23,12.461969
2019-08-24,11.964538
2019-08-25,11.488344
2019-08-26,11.0388565
2019-08-27,10.601811
2019-08-28,10.208372
2019-08-29,9.849088
2019-08-30,9.5298395
2019-08-31,9.248511
2019-09-01,9.006834
2019-09-02,8.806094
2019-09-03,8.6276865
2019-09-04,8.498353
2019-09-05,8.404217
2019-09-06,8.346816
2019-09-07,8.319845
2019-09-08,8.321075
2019-09-09,8.348133
2019-09-10,8.379109
2019-09-11,8.437857
2019-09-12,8.508067
2019-09-13,8.58934
2019-09-14,8.673949
2019-09-15,8.758779
2019-09-16,8.841102
2019-09-17,8.899188
2019-09-18,8.957582
2019-09-19,9.001157
2019-09-20,9.031138
2019-09-21,9.041837
2019-09-22,9.032532
2019-09-23,9.003192
2019-09-24,8.935023
2019-09-25,8.855681
2019-09-26,8.753262
2019-09-27,8.632259
2019-09-28,8.490234
2019-09-29,8.329631
2019-09-30,8.153444
2019-10-01,7.9457088
2019-10-02,7.736664
2019-10-03,7.516703
2019-10-04,7.2922983
2019-10-05,7.062634
2019-10-06,6.831412
2019-10-07,6.6025014
2019-10-08,6.360428
2019-10-09,6.135543
2019-10-10,5.91798
2019-10-11,5.713603
2019-10-12,5.520663
2019-10-13,5.341633
2019-10-14,5.1788955
2019-10-15,5.015269
2019-10-16,4.8792195
2019-10-17,4.7588625
2019-10-18,4.657953
2019-10-19,4.572592
2019-10-20,4.503102
2019-10-21,4.449759
2019-10-22,4.3933573
2019-10-23,4.3604608
2019-10-24,4.3374352
2019-10-25,4.32647
2019-10-26,4.322306
2019-10-27,4.324135
2019-10-28,4.3313413
2019-10-29,4.3240786
2019-10-30,4.3285275
2019-10-31,4.3309226
2019-11-01,4.3335733
2019-11-02,4.331581
2019-11-03,4.3247223
2019-11-04,4.313178
2019-11-05,4.2780876
2019-11-06,4.2467813
2019-11-07,4.206788
2019-11-08,4.1618257
2019-11-09,4.108489
2019-11-10,4.048111
2019-11-11,3.9824567
2019-11-12,3.8942535
2019-11-13,3.812396
2019-11-14,3.725926
2019-11-15,3.6399982
2019-11-16,3.5525515
2019-11-17,3.4661388
2019-11-18,3.3836126
2019-11-19,3.288635
2019-11-20,3.2108684
2019-11-21,3.1399486
2019-11-22,3.0814412
2019-11-23,3.0335054
2019-11-24,2.9987283
2019-11-25,2.9798048
2019-11-26,2.9600558
2019-11-27,2.968624
2019-11-28,2.9944544
2019-11-29,3.042263
2019-11-30,3.109216
2019-12-01,3.1967754
2019-12-02,3.3064008
2019-12-03,3.4200833
2019-12-04,3.5655615
2019-12-05,3.7303262
2019-12-06,3.917608
2019-12-07,4.123079
2019-12-08,4.3467236
2019-12-09,4.5885587
2019-12-10,4.8291907
2019-12-11,5.0950546
2019-12-12,5.3724318
2019-12-13,5.6634626
2019-12-14,5.962858
2019-12-15,6.269786
2019-12-16,6.583602
2019-12-17,6.884418
2019-12-18,7.198337
2019-12-19,7.5114875
2019-12-20,7.8260193
2019-12-21,8.136824
2019-12-22,8.443407
2019-12-23,8.745611
2019-12-24,9.024167
2019-12-25,9.305924
2019-12-26,9.577849
