Date,Discharge
2019-07-05,763.2663
2019-07-06,845.8398
2019-07-07,940.3856
2019-07-08,1053.8717
2019-07-09,1184.5936
2019-07-10,1322.4542
2019-07-11,1474.1482
2019-07-12,1647.7427
2019-07-13,1844.3318
2019-07-14,2050.139
2019-07-15,2270.0386
2019-07-16,2500.2341
2019-07-17,2728.5823
2019-07-18,2959.816
2019-07-19,3200.1719
2019-07-20,3449.081
2019-07-21,3691.31
2019-07-22,3930.515
2019-07-23,4161.9487
2019-07-24,4372.807
2019-07-25,4567.4746
2019-07-26,4752.157
2019-07-27,4926.5825
2019-07-28,5076.1377
2019-07-29,5205.417
2019-07-30,5310.911
2019-07-31,5381.3364
2019-08-01,5422.8516
2019-08-02,5443.6587
2019-08-03,5445.667
2019-08-04,5416.593
2019-08-05,5363.458
2019-08-06,5285.243
2019-08-07,5173.1626
2019-08-08,5035.8384
2019-08-09,4883.8564
2019-08-10,4721.3877
2019-08-11,4538.2446
2019-08-12,4343.3486
2019-08-13,4137.3438
2019-08-14,3912.852
2019-08-15,3679.6206
2019-08-16,3449.0662
2019-08-17,3225.8835
2019-08-18,3000.1025
2019-08-19,2780.556
2019-08-20,2567.5051
2019-08-21,2352.9084
2019-08-22,2145.5916
2019-08-23,1955.8152
2019-08-24,1786.9144
2019-08-25,1627.3867
2019-08-26,1484.3981
2019-08-27,1356.4445
2019-08-28,1233.6578
2019-08-29,1123.0144
2019-08-30,1032.9406
2019-08-31,964.98755
2019-09-01,905.95215
2019-09-02,861.41235
2019-09-03,828.41675
2019-09-04,795.8109
2019-09-05,769.4651
2019-09-06,756.8923
2019-09-07,758.9306
2019-09-08,761.86835
2019-09-09,770.97754
2019-09-10,783.1971
2019-09-11,787.4496
2019-09-12,789.8543
2019-09-13,798.3286
2019-09-14,814.2495
2019-09-15,824.55743
2019-09-16,835.2657
2019-09-17,844.11896
2019-09-18,840.88586
2019-09-19,832.5479
2019-09-20,827.87714
2019-09-21,829.0769
2019-09-22,823.86566
2019-09-23,818.96936
2019-09-24,812.7663
2019-09-25,795.568
2019-09-26,774.80023
2019-09-27,759.57605
2019-09-28,752.335
2019-09-29,740.92816
2019-09-30,732.11536
2019-10-01,724.2165
2019-10-02,707.40216
2019-10-03,688.88556
2019-10-04,677.5081
2019-10-05,675.3927
2019-10-06,670.0425
2019-10-07,667.8531
2019-10-08,666.7775
2019-10-09,656.6304
2019-10-10,644.2923
2019-10-11,638.30634
2019-10-12,640.5403
2019-10-13,638.29333
2019-10-14,637.81305
2019-10-15,636.9641
2019-10-16,625.5336
2019-10-17,610.43414
2019-10-18,600.2979
2019-10-19,597.13416
2019-10-20,588.4296
2019-10-21,580.6583
2019-10-22,571.9415
2019-10-23,552.3438
2019-10-24,529.06665
2019-10-25,511.0328
2019-10-26,500.53424
2019-10-27,485.3236
2019-10-28,472.11588
2019-10-29,459.24103
2019-10-30,436.9343
2019-10-31,412.5252
2019-11-01,395.01855
2019-11-02,386.74103
2019-11-03,375.43234
2019-11-04,367.7483
2019-11-05,361.91623
2019-11-06,348.0292
2019-11-07,333.2402
2019-11-08,326.34903
2019-11-09,329.45538
2019-11-10,330.05753
2019-11-11,334.56223
2019-11-12,340.9477
2019-11-13,339.06482
2019-11-14,335.83774
2019-11-15,339.85678
2019-11-16,353.0368
2019-11-17,362.7195
2019-11-18,375.18692
2019-11-19,388.3263
2019-11-20,391.9317
2019-11-21,392.90515
2019-11-22,399.8475
2019-11-23,414.71487
2019-11-24,424.9179
2019-11-25,436.83105
2019-11-26,448.45334
2019-11-27,449.7051
2019-11-28,447.62396
2019-11-29,450.9509
2019-11-30,461.78165
2019-12-01,467.6613
2019-12-02,475.08978
2019-12-03,482.17874
2019-12-04,478.9457
2019-12-05,472.50784
2019-12-06,471.66693
2019-12-07,478.56018
2019-12-08,480.75537
2019-12-09,484.75742
2019-12-10,488.6671
2019-12-11,482.47775
2019-12-12,473.27182
2019-12-13,469.80927
2019-12-14,474.18176
2019-12-15,473.91156
2019-12-16,475.46112
2019-12-17,476.8956
2019-12-18,468.18185
2019-12-19,456.38782
2019-12-20,450.27234
2019-12-21,451.94083
2019-12-22,448.94412
2019-12-23,447.7883
2019-12-24,446.59564
2019-12-25,435.40244
2019-12-26,421.35547
