Date,daily runoff
2019-11-03,1.4468054
2019-11-04,1.4577677
2019-11-05,1.4336141
2019-11-06,1.4360809
2019-11-07,1.4253111
2019-11-08,1.4086074
2019-11-09,1.4127105
2019-11-10,1.4308412
2019-11-11,1.4466144
2019-11-12,1.4274414
2019-11-13,1.4349813
2019-11-14,1.4292904
2019-11-15,1.4175773
2019-11-16,1.4264854
2019-11-17,1.4491386
2019-11-18,1.4690589
2019-11-19,1.4535713
2019-11-20,1.4642597
2019-11-21,1.4611174
2019-11-22,1.4513062
2019-11-23,1.4614395
2019-11-24,1.4846299
2019-11-25,1.5044072
2019-11-26,1.4881232
2019-11-27,1.4974073
2019-11-28,1.4923162
2019-11-29,1.48009
2019-11-30,1.4874341
2019-12-01,1.5075641
2019-12-02,1.5241197
2019-12-03,1.504568
2019-12-04,1.5106539
2019-12-05,1.502547
2019-12-06,1.4875945
2019-12-07,1.4926
2019-12-08,1.510864
2019-12-09,1.5260973
2019-12-10,1.50582
2019-12-11,1.5118117
2019-12-12,1.5042562
2019-12-13,1.4904944
2019-12-14,1.4973028
2019-12-15,1.5179349
2019-12-16,1.5360354
2019-12-17,1.5190415
2019-12-18,1.5286349
2019-12-19,1.524889
2019-12-20,1.5150259
2019-12-21,1.5256972
2019-12-22,1.550029
2019-12-23,1.5715404
2019-12-24,1.5575477
2019-12-25,1.5696198
2019-12-26,1.5677295
