Date,daily runoff
2019-07-08,0.02686916
2019-07-09,0.00072555087
2019-07-10,0.025449669
2019-07-11,0.05487224
2019-07-12,0.08235634
2019-07-13,0.10921376
2019-07-14,0.1296211
2019-07-15,0.14642549
2019-07-16,0.1598805
2019-07-17,0.17278232
2019-07-18,0.18847242
2019-07-19,0.20188847
2019-07-20,0.21446191
2019-07-21,0.22048354
2019-07-22,0.22290802
2019-07-23,0.22208871
2019-07-24,0.2209128
2019-07-25,0.22280358
2019-07-26,0.22277068
2019-07-27,0.2223075
2019-07-28,0.21575697
2019-07-29,0.20611604
2019-07-30,0.19377114
2019-07-31,0.18163384
2019-08-01,0.17314377
2019-08-02,0.16331999
2019-08-03,0.1536592
2019-08-04,0.13850263
2019-08-05,0.1208417
2019-08-06,0.10105456
2019-08-07,0.08204285
2019-08-08,0.0672358
2019-08-09,0.051642403
2019-08-10,0.036750786
2019-08-11,0.016895691
2019-08-12,0.0049350564
2019-08-13,0.028363626
2019-08-14,0.05048495
2019-08-15,0.06786256
2019-08-16,0.08547632
2019-08-17,0.10182323
2019-08-18,0.12255034
2019-08-19,0.14464872
2019-08-20,0.16771714
2019-08-21,0.18882565
2019-08-22,0.20451227
2019-08-23,0.21973154
2019-08-24,0.23295653
2019-08-25,0.24981259
2019-08-26,0.26727235
2019-08-27,0.2849205
2019-08-28,0.2998182
2019-08-29,0.30850056
2019-08-30,0.31592605
2019-08-31,0.32057896
2019-09-01,0.3281037
2019-09-02,0.33549994
2019-09-03,0.34238762
2019-09-04,0.345871
2019-09-05,0.34253606
2019-09-06,0.3373993
2019-09-07,0.32900953
2019-09-08,0.3230812
2019-09-09,0.3166887
2019-09-10,0.30952996
2019-09-11,0.2987895
2019-09-12,0.2811343
2019-09-13,0.26166126
2019-09-14,0.23899744
2019-09-15,0.21893223
2019-09-16,0.19861007
2019-09-17,0.17779309
2019-09-18,0.1537227
2019-09-19,0.12311478
2019-09-20,0.09110622
2019-09-21,0.056354787
2019-09-22,0.02467076
2019-09-23,0.006790146
2019-09-24,0.038264237
2019-09-25,0.072517425
2019-09-26,0.11284959
2019-09-27,0.15414685
2019-09-28,0.19778064
2019-09-29,0.23797444
2019-09-30,0.27760944
2019-10-01,0.31696004
2019-10-02,0.35882977
2019-10-03,0.40655354
2019-10-04,0.45504817
2019-10-05,0.5057093
2019-10-06,0.5527768
2019-10-07,0.5991381
2019-10-08,0.6450629
2019-10-09,0.6933375
2019-10-10,0.7472662
2019-10-11,0.80172104
2019-10-12,0.8580389
2019-10-13,0.9103864
2019-10-14,0.96156454
2019-10-15,1.0117433
2019-10-16,1.0635982
2019-10-17,1.1203126
2019-10-18,1.17663
2019-10-19,1.2337534
2019-10-20,1.2857127
2019-10-21,1.3351718
2019-10-22,1.3821676
2019-10-23,1.4292477
2019-10-24,1.479478
2019-10-25,1.5274968
2019-10-26,1.5744176
2019-10-27,1.6141996
2019-10-28,1.6494577
2019-10-29,1.680203
2019-10-30,1.7089834
2019-10-31,1.7388924
2019-11-01,1.7646242
2019-11-02,1.7873772
2019-11-03,1.8012247
2019-11-04,1.8089236
2019-11-05,1.8106545
2019-11-06,1.8091607
2019-11-07,1.8077537
2019-11-08,1.8013669
2019-11-09,1.7914546
2019-11-10,1.7723593
2019-11-11,1.7471173
2019-11-12,1.7161936
2019-11-13,1.682616
2019-11-14,1.6499772
2019-11-15,1.6134828
2019-11-16,1.5748465
2019-11-17,1.5286525
2019-11-18,1.4781572
2019-11-19,1.4240198
2019-11-20,1.3694347
2019-11-21,1.3181288
2019-11-22,1.2654085
2019-11-23,1.213053
2019-11-24,1.1556756
2019-11-25,1.0965254
2019-11-26,1.0362186
2019-11-27,0.9778711
2019-11-28,0.9250987
2019-11-29,0.8730658
2019-11-30,0.82338226
2019-12-01,0.77046824
2019-12-02,0.7173594
2019-12-03,0.66444314
2019-12-04,0.6145959
2019-12-05,0.5711877
2019-12-06,0.5291364
2019-12-07,0.489809
2019-12-08,0.4473913
2019-12-09,0.4046978
2019-12-10,0.36191204
2019-12-11,0.3217274
2019-12-12,0.28735533
2019-12-13,0.253582
2019-12-14,0.22167139
2019-12-15,0.18573707
2019-12-16,0.14855218
2019-12-17,0.11028984
2019-12-18,0.07366339
2019-12-19,0.041933227
2019-12-20,0.0099612195
2019-12-21,0.020888478
2019-12-22,0.056381084
2019-12-23,0.0936046
2019-12-24,0.13223337
2019-12-25,0.16939202
2019-12-26,0.201653
