Date,weekly runoff
2019-08-31,5.7850494
2019-09-01,5.5804734
2019-09-02,5.384106
2019-09-03,5.1986313
2019-09-04,5.030395
2019-09-05,4.888378
2019-09-06,4.7738347
2019-09-07,4.6894627
2019-09-08,4.638373
2019-09-09,4.6223717
2019-09-10,4.639877
2019-09-11,4.692428
2019-09-12,4.783772
2019-09-13,4.9096284
2019-09-14,5.066997
2019-09-15,5.2532687
2019-09-16,5.464641
2019-09-17,5.694181
2019-09-18,5.9384584
2019-09-19,6.1967535
2019-09-20,6.460932
2019-09-21,6.7248406
2019-09-22,6.983492
2019-09-23,7.231534
2019-09-24,7.461344
2019-09-25,7.669668
2019-09-26,7.856823
2019-09-27,8.016529
2019-09-28,8.145257
2019-09-29,8.241335
2019-09-30,8.303328
2019-10-01,8.328023
2019-10-02,8.316959
2019-10-03,8.275497
2019-10-04,8.202523
2019-10-05,8.099664
2019-10-06,7.97026
2019-10-07,7.8176293
2019-10-08,7.6429296
2019-10-09,7.4515815
2019-10-10,7.2522507
2019-10-11,7.0464816
2019-10-12,6.8378496
2019-10-13,6.630905
2019-10-14,6.4294133
2019-10-15,6.2342257
2019-10-16,6.049728
2019-10-17,5.882862
2019-10-18,5.73282
2019-10-19,5.600277
2019-10-20,5.486419
2019-10-21,5.3912883
2019-10-22,5.3117585
2019-10-23,5.248097
2019-10-24,5.2031035
2019-10-25,5.1719136
2019-10-26,5.1513414
2019-10-27,5.1390104
2019-10-28,5.1317835
2019-10-29,5.123823
2019-10-30,5.1132154
2019-10-31,5.1011543
2019-11-01,5.0817804
2019-11-02,5.0515337
2019-11-03,5.008282
2019-11-04,4.949735
2019-11-05,4.871458
2019-11-06,4.773452
2019-11-07,4.6592684
2019-11-08,4.525776
2019-11-09,4.3724265
2019-11-10,4.2002935
2019-11-11,4.01039
2019-11-12,3.8015926
2019-11-13,3.5771227
2019-11-14,3.34358
2019-11-15,3.1006222
2019-11-16,2.850162
2019-11-17,2.5953443
2019-11-18,2.3388157
2019-11-19,2.0806148
2019-11-20,1.8246328
2019-11-21,1.5776399
2019-11-22,1.3389764
2019-11-23,1.1097708
2019-11-24,0.89195377
2019-11-25,0.6865741
2019-11-26,0.4917469
2019-11-27,0.30917913
2019-11-28,0.14326738
2019-11-29,0.009136259
2019-11-30,0.14942944
2019-12-01,0.27817056
2019-12-02,0.3966909
2019-12-03,0.50907874
2019-12-04,0.6155944
2019-12-05,0.71352124
2019-12-06,0.807359
2019-12-07,0.8994988
2019-12-08,0.9911166
2019-12-09,1.0837783
2019-12-10,1.1814305
2019-12-11,1.2838328
2019-12-12,1.3874366
2019-12-13,1.4956162
2019-12-14,1.6093892
2019-12-15,1.7283628
2019-12-16,1.8523961
2019-12-17,1.9836507
2019-12-18,2.1200833
2019-12-19,2.2563863
2019-12-20,2.3942733
2019-12-21,2.5332541
2019-12-22,2.6716266
2019-12-23,2.8081765
2019-12-24,2.9442585
2019-12-25,3.0773103
2019-12-26,3.2018008
