Date,Discharge
2019-10-23,2186.622
2019-10-24,2231.1392
2019-10-25,2272.8
2019-10-26,2315.4001
2019-10-27,2349.77
2019-10-28,2382.0542
2019-10-29,2409.405
2019-10-30,2436.0928
2019-10-31,2462.7732
2019-11-01,2484.8323
2019-11-02,2506.1455
2019-11-03,2517.6497
2019-11-04,2525.6208
2019-11-05,2527.3691
2019-11-06,2527.3442
2019-11-07,2526.4023
2019-11-08,2520.1482
2019-11-09,2512.6897
2019-11-10,2495.2075
2019-11-11,2474.2297
2019-11-12,2447.3198
2019-11-13,2419.1821
2019-11-14,2390.9207
2019-11-15,2358.3787
2019-11-16,2325.8901
2019-11-17,2284.8442
2019-11-18,2241.9563
2019-11-19,2194.9543
2019-11-20,2148.6797
2019-11-21,2104.345
2019-11-22,2057.872
2019-11-23,2013.6417
2019-11-24,1963.0582
2019-11-25,1912.8204
2019-11-26,1860.6089
2019-11-27,1811.1875
2019-11-28,1765.6648
2019-11-29,1719.8331
2019-11-30,1677.9213
2019-12-01,1631.1631
2019-12-02,1586.0718
2019-12-03,1540.1315
2019-12-04,1497.9017
2019-12-05,1460.2845
2019-12-06,1422.8667
2019-12-07,1389.6768
2019-12-08,1351.7576
2019-12-09,1315.4436
2019-12-10,1278.0566
2019-12-11,1244.013
2019-12-12,1214.0917
2019-12-13,1183.78
2019-12-14,1157.0311
2019-12-15,1124.8375
2019-12-16,1093.5084
2019-12-17,1060.3647
2019-12-18,1029.8457
2019-12-19,1002.77545
2019-12-20,974.70667
2019-12-21,949.67535
2019-12-22,918.772
2019-12-23,888.41583
2019-12-24,856.0464
2019-12-25,826.2268
2019-12-26,799.9071
